City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
286,geraldton,-28.7667,114.6,25.23,29,98,14.4,AU,2024-04-24
287,cangas del narcea,43.1833,-6.55,8.09,94,54,1.3,ES,2024-04-24
288,lakatoro,-16.0999,167.4164,29.79,74,55,2.65,VU,2024-04-24
289,yerofey pavlovich,53.9667,121.9667,10.47,56,94,0.06,RU,2024-04-24
290,shalkar,47.8288,59.6258,19.72,39,81,1.52,KZ,2024-04-24
291,arraial do cabo,-22.9661,-42.0278,23.9,90,2,5.6,BR,2024-04-24
292,dunedin,-45.8742,170.5036,14.33,76,99,0.89,NZ,2024-04-24
293,contamana,-7.3333,-75.0167,22.91,95,99,1.03,PE,2024-04-24
294,abbeville,50.1,1.8333,6.98,89,80,3.54,FR,2024-04-24
295,san gabriel,34.0961,-118.1058,17.12,69,0,1.54,US,2024-04-24
296,talnakh,69.4865,88.3972,-11.0,78,32,0.78,RU,2024-04-24
297,yendi,9.4427,-0.0099,29.05,66,100,2.29,GH,2024-04-24
298,hami,42.8,93.45,22.5,17,70,4.55,CN,2024-04-24
299,selfoss,63.9331,-20.9971,5.02,72,73,1.81,IS,2024-04-24
300,hermanus,-34.4187,19.2345,14.33,93,100,1.05,ZA,2024-04-24
301,sokoni,-6.4333,39.55,26.24,87,97,6.13,TZ,2024-04-24
302,antsiranana,-12.2787,49.2917,25.46,82,98,5.73,MG,2024-04-24
303,ottumwa,41.02,-92.4113,13.3,57,0,3.6,US,2024-04-24
304,gambiran satu,-8.3939,114.1464,27.87,85,100,2.15,ID,2024-04-24
305,bandarbeyla,9.4942,50.8122,28.57,74,59,1.33,SO,2024-04-24
306,christchurch,-43.5333,172.6333,23.08,37,10,6.69,NZ,2024-04-24
307,chinchilla,-26.75,150.6333,25.57,50,9,1.57,AU,2024-04-24
308,nanchang,28.6833,115.8833,25.04,67,87,1.34,CN,2024-04-24
309,wau,7.7029,27.9953,27.22,37,73,1.19,SS,2024-04-24
310,akrehamn,59.2667,5.1833,5.14,70,100,7.2,NO,2024-04-24
311,queenstown,-31.8976,26.8753,11.71,79,70,0.72,ZA,2024-04-24
312,trondheim,63.4305,10.3951,4.05,88,100,0.89,NO,2024-04-24
313,tarime,-1.35,34.3667,17.87,98,100,0.64,TZ,2024-04-24
314,aripuana,-9.1667,-60.6333,23.63,97,59,0.39,BR,2024-04-24
315,labrador city,52.9463,-66.9114,-1.57,67,100,3.13,CA,2024-04-24
316,pitkyaranta,61.5734,31.4792,1.4,96,94,3.08,RU,2024-04-24
317,saint-paul,-21.0096,55.2707,24.06,79,4,1.29,RE,2024-04-24
318,yanykurgan,43.915,67.2481,22.31,45,6,5.02,KZ,2024-04-24
319,edd,13.9297,41.6925,30.85,62,75,3.97,ER,2024-04-24
320,kapuskasing,49.4169,-82.4331,-7.95,53,20,6.17,CA,2024-04-24
321,kalabo,-14.97,22.6814,15.53,36,75,2.26,ZM,2024-04-24
322,la rioja,42.25,-2.5,0.88,82,72,2.94,ES,2024-04-24
323,berd,40.8815,45.3899,10.62,64,8,1.97,AM,2024-04-24
324,taulaga,-11.0553,-171.0883,29.66,75,10,3.72,AS,2024-04-24
325,port alfred,-33.5906,26.891,20.01,89,98,3.37,ZA,2024-04-24
326,kidal,18.4411,1.4078,29.51,13,4,4.76,ML,2024-04-24
327,bhimunipatnam,17.8833,83.4333,29.73,56,5,3.01,IN,2024-04-24
328,kembe,4.6228,21.8865,22.64,94,100,1.12,CF,2024-04-24
329,korsakov,46.6328,142.7813,5.91,82,100,3.83,RU,2024-04-24
330,afaahiti,-17.75,-149.2833,27.93,79,37,4.84,PF,2024-04-24
331,limulunga,-15.0969,23.1376,15.61,37,92,2.16,ZM,2024-04-24
332,tidjikja,18.5564,-11.4271,28.28,16,0,3.32,MR,2024-04-24
333,cockburn town,21.4612,-71.1419,25.67,74,79,6.77,TC,2024-04-24
334,petropavlivka,48.4564,36.4367,10.4,71,100,5.18,UA,2024-04-24
335,sao jose de ribamar,-2.5619,-44.0542,26.21,86,72,3.29,BR,2024-04-24
336,wewak,-3.5534,143.6268,30.09,69,19,2.85,PG,2024-04-24
337,ca mau,9.1769,105.15,36.28,34,100,3.98,VN,2024-04-24
338,kayangel,8.0823,134.7173,28.93,78,98,5.58,PW,2024-04-24
339,ione,38.3527,-120.9327,18.19,94,40,4.63,US,2024-04-24
340,hajjah,15.6943,43.6058,20.46,71,71,0.29,YE,2024-04-24
341,cambrai,50.1667,3.4167,5.06,95,100,0.45,FR,2024-04-24
342,letlhakane,-21.4167,25.5833,19.18,26,0,2.96,BW,2024-04-24
343,wenchang,30.904,118.4887,24.97,30,33,3.88,CN,2024-04-24
344,pasuquin,18.3328,120.6177,32.97,55,75,3.6,PH,2024-04-24
345,jiagedaqi,50.4167,124.1167,14.2,45,96,4.66,CN,2024-04-24
346,tual,-5.6667,132.75,29.12,73,4,2.39,ID,2024-04-24
347,usogorsk,63.4106,48.6872,0.37,96,100,6.12,RU,2024-04-24
348,la ronge,55.1001,-105.2842,9.14,31,0,1.03,CA,2024-04-24
349,ambovombe,-25.1667,46.0833,21.23,92,56,3.53,MG,2024-04-24
350,glasgow,55.8652,-4.2576,4.0,81,11,1.54,GB,2024-04-24
351,aquiraz,-3.9014,-38.3911,27.05,86,100,1.6,BR,2024-04-24
352,vilyuchinsk,52.9306,158.4028,14.15,51,2,5.74,RU,2024-04-24
353,nar'yan-mar,67.6713,53.087,-13.27,84,12,3.58,RU,2024-04-24
354,ardakan,32.31,54.0175,13.4,84,100,3.61,IR,2024-04-24
355,ende,-8.8432,121.6623,27.92,79,100,2.05,ID,2024-04-24
356,sur,22.5667,59.5289,29.54,54,35,6.27,OM,2024-04-24
357,necochea,-38.5473,-58.7368,13.32,65,28,10.18,AR,2024-04-24
358,san martin,-33.081,-68.4681,11.3,42,37,3.63,AR,2024-04-24
359,dahab,28.501,34.5134,28.31,27,0,3.02,EG,2024-04-24
360,bathsheba,13.2167,-59.5167,27.34,78,20,7.2,BB,2024-04-24
361,victoria falls,-17.9235,25.843,16.08,36,0,1.61,ZW,2024-04-24
362,brandon,27.9378,-82.2859,21.92,72,0,4.63,US,2024-04-24
363,whitehorse,60.7161,-135.0538,8.43,49,75,2.57,CA,2024-04-24
364,lazaro cardenas,17.9583,-102.2,24.73,72,96,0.56,MX,2024-04-24
365,carlsbad,33.1581,-117.3506,16.59,82,100,3.13,US,2024-04-24
366,adur,9.1667,76.7333,29.37,76,100,0.96,IN,2024-04-24
367,nandurbar,21.3667,74.25,30.12,36,67,3.25,IN,2024-04-24
368,borogontsy,62.6683,131.1683,2.14,100,100,1.96,RU,2024-04-24
369,tromso,69.6496,18.957,-0.99,80,75,3.6,NO,2024-04-24
370,juneau,58.3019,-134.4197,12.0,76,75,4.12,US,2024-04-24
371,bacalar,18.6667,-88.3833,25.82,74,0,3.47,MX,2024-04-24
372,repatriacion,-25.5333,-55.95,22.08,98,72,1.82,PY,2024-04-24
373,kuala belait,4.5833,114.1833,29.51,77,80,1.58,BN,2024-04-24
374,kiunga,-6.1219,141.2906,30.43,78,100,0.96,PG,2024-04-24
375,la'ie,21.6477,-157.9253,27.98,77,3,4.47,US,2024-04-24
376,krasnoarmeyskoye,52.7182,50.0322,12.29,73,100,6.03,RU,2024-04-24
377,santanyi,39.3546,3.1291,7.68,68,55,2.46,ES,2024-04-24
378,maua,-23.6678,-46.4614,23.53,61,40,2.2,BR,2024-04-24
379,quellon,-43.1167,-73.6167,8.98,91,100,6.55,CL,2024-04-24
380,hilton head island,32.2163,-80.7526,18.03,64,0,3.6,US,2024-04-24
381,morristown,36.214,-83.2949,17.03,45,0,4.12,US,2024-04-24
382,al ghayzah,16.2079,52.176,27.73,68,2,1.77,YE,2024-04-24
383,huarmey,-10.0681,-78.1522,21.54,87,100,3.19,PE,2024-04-24
384,funtua,11.5233,7.3081,27.64,44,100,2.48,NG,2024-04-24
385,arkhangel'sk,64.5401,40.5433,2.29,80,100,4.0,RU,2024-04-24
386,st. john's,47.5649,-52.7093,1.55,80,75,0.45,CA,2024-04-24
387,san paolo di civitate,41.7383,15.2602,7.51,79,32,3.46,IT,2024-04-24
388,borujen,31.9652,51.2873,7.01,83,99,1.11,IR,2024-04-24
389,bima,-8.4667,118.7167,31.23,73,61,0.41,ID,2024-04-24
390,ad dabbah,18.05,30.95,26.35,10,0,3.84,SD,2024-04-24
391,malpica,43.3228,-8.8105,10.19,71,87,5.55,ES,2024-04-24
392,phan thiet,10.9333,108.1,32.85,57,79,4.2,VN,2024-04-24
393,tadine,-21.55,167.8833,27.5,77,59,4.71,NC,2024-04-24
394,ciudad bolivar,8.1222,-63.5497,29.94,55,21,6.6,VE,2024-04-24
395,talakan,50.3167,130.3667,10.33,84,100,2.31,RU,2024-04-24
396,altay,47.8667,88.1167,6.69,50,46,5.01,CN,2024-04-24
397,upata,8.0086,-62.3989,26.22,76,7,3.76,VE,2024-04-24
398,fortuna,40.5982,-124.1573,13.29,86,100,3.09,US,2024-04-24
399,nova vicosa,-17.8919,-39.3719,24.17,88,2,1.39,BR,2024-04-24
400,lake albert,-35.1667,147.3833,17.7,48,0,3.13,AU,2024-04-24
401,nguigmi,14.2495,13.1092,29.7,16,0,4.37,NE,2024-04-24
402,sipalay,9.75,122.5,35.12,41,100,4.17,PH,2024-04-24
403,sierra grande,-41.606,-65.3557,8.18,40,0,2.28,AR,2024-04-24
404,mareeba,-17.0,145.4333,26.36,76,70,2.92,AU,2024-04-24
405,karratha,-20.7377,116.8463,29.9,24,97,9.81,AU,2024-04-24
406,puerto quijarro,-17.7833,-57.7667,27.39,67,38,0.43,BO,2024-04-24
407,haiku-pauwela,20.9219,-156.3051,25.12,73,40,11.32,US,2024-04-24
408,margate,51.3813,1.3862,5.94,77,70,4.02,GB,2024-04-24
409,retreat,38.8245,-85.8533,13.23,97,100,2.07,US,2024-04-24
410,kodiak,57.79,-152.4072,5.73,87,100,6.17,US,2024-04-24
411,acarau,-2.8856,-40.12,25.43,89,82,3.53,BR,2024-04-24
412,usinsk,65.9939,57.5281,-10.52,88,6,3.58,RU,2024-04-24
413,prado,-17.3411,-39.2208,24.58,90,6,0.74,BR,2024-04-24
414,beledweyne,4.7358,45.2036,27.45,76,87,4.21,SO,2024-04-24
415,amos,48.5669,-78.1162,-8.63,89,100,5.86,CA,2024-04-24
416,rath,25.5833,79.5667,33.83,15,2,2.43,IN,2024-04-24
417,xichang,27.8964,102.2634,18.44,58,18,1.04,CN,2024-04-24
418,kattivakkam,13.2167,80.3167,31.05,64,100,5.45,IN,2024-04-24
419,pontalina,-17.525,-49.4472,20.38,72,19,1.61,BR,2024-04-24
420,sulphur,30.2366,-93.3774,19.98,85,100,2.06,US,2024-04-24
421,kurumkan,54.3,110.3,2.85,67,100,2.24,RU,2024-04-24
422,sohar,24.3643,56.7468,28.01,44,0,5.66,OM,2024-04-24
423,sisimiut,66.9395,-53.6735,0.59,93,100,3.02,GL,2024-04-24
424,ketchikan,55.3422,-131.6461,7.99,82,95,2.38,US,2024-04-24
425,puerto baquerizo moreno,-0.9,-89.6,23.97,88,93,3.63,EC,2024-04-24
426,olyokminsk,60.3736,120.4264,2.39,94,100,3.42,RU,2024-04-24
427,shambu,9.5667,37.1,14.13,30,36,0.41,ET,2024-04-24
428,san luis de la loma,17.2706,-100.8939,26.55,60,100,2.23,MX,2024-04-24
429,poronaysk,49.2167,143.1167,4.33,85,100,5.81,RU,2024-04-24
430,pamandzi,-12.7967,45.2794,26.88,89,0,1.54,YT,2024-04-24
431,baiti,13.745,-14.7482,26.3,30,3,3.79,SN,2024-04-24
432,ust-nera,64.5667,143.2,1.62,99,100,1.88,RU,2024-04-24
433,plastun,44.7561,136.2939,6.57,76,100,2.08,RU,2024-04-24
434,kitui,-1.367,38.0106,18.89,98,100,2.18,KE,2024-04-24
435,howard springs,-12.497,131.047,33.82,70,24,3.2,AU,2024-04-24
436,rye,40.9807,-73.6837,11.29,65,75,2.57,US,2024-04-24
437,port lincoln,-34.7333,135.8667,15.03,54,91,5.82,AU,2024-04-24
438,vadso,70.0744,29.7487,1.09,86,100,4.63,NO,2024-04-24
439,bassar,9.25,0.7833,25.16,81,72,1.36,TG,2024-04-24
440,coahuayana de hidalgo,18.7,-103.6583,22.11,70,40,0.65,MX,2024-04-24
441,plettenberg bay,-34.0527,23.3716,16.21,89,100,1.55,ZA,2024-04-24
442,rongelap,11.1635,166.8941,27.25,85,100,8.93,MH,2024-04-24
443,soc trang,9.6033,105.98,34.76,46,100,4.99,VN,2024-04-24
444,narrabri,-30.3167,149.7833,27.51,41,82,1.34,AU,2024-04-24
445,minokamo,35.482,137.0217,16.85,100,75,2.06,JP,2024-04-24
446,mahbubabad,17.6167,80.0167,31.75,42,17,2.7,IN,2024-04-24
447,qamdo,31.1667,97.2333,1.48,84,100,3.43,CN,2024-04-24
448,coracora,-15.0333,-73.7833,13.49,75,100,2.84,PE,2024-04-24
449,sao paulo de olivenca,-3.3783,-68.8725,23.37,100,97,0.75,BR,2024-04-24
450,ridgecrest,35.6225,-117.6709,22.92,24,0,8.94,US,2024-04-24
451,kolda,12.8833,-14.95,24.12,45,29,1.9,SN,2024-04-24
452,cefalu,38.0386,14.0229,12.64,67,66,3.13,IT,2024-04-24
453,lospalos,-8.5186,127.0025,28.15,65,52,3.44,TL,2024-04-24
454,timimoun,29.2639,0.231,20.21,17,0,3.6,DZ,2024-04-24
455,bergerac,44.8333,0.5,3.82,93,0,0.51,FR,2024-04-24
456,dalnegorsk,44.5604,135.5701,8.11,86,100,1.79,RU,2024-04-24
457,emmett,43.8735,-116.4993,19.94,36,13,0.45,US,2024-04-24
458,aitape,-3.1374,142.3475,31.24,63,65,2.82,PG,2024-04-24
459,santa elena de uairen,4.6167,-61.1333,20.69,84,94,1.2,VE,2024-04-24
460,punta del este,-34.9667,-54.95,18.31,69,0,11.62,UY,2024-04-24
461,nema,57.5067,50.5011,12.04,94,100,2.42,RU,2024-04-24
462,goundam,16.4145,-3.6708,31.05,12,47,2.62,ML,2024-04-24
463,churapcha,62.0025,132.4325,3.42,95,100,3.46,RU,2024-04-24
464,dalandzadgad,43.5708,104.425,12.37,30,1,8.61,MN,2024-04-24
465,tera,14.0078,0.7531,34.13,31,100,1.0,NE,2024-04-24
466,mount gambier,-37.8333,140.7667,13.57,48,79,4.34,AU,2024-04-24
467,kikwit,-5.041,18.8162,21.55,99,100,0.85,CD,2024-04-24
468,nabire,-3.3667,135.4833,29.65,74,63,2.21,ID,2024-04-24
469,addanki,15.8167,79.9833,32.39,44,81,4.66,IN,2024-04-24
470,siwa oasis,29.2041,25.5195,25.81,26,81,3.38,EG,2024-04-24
471,nykobing falster,54.7691,11.8743,4.51,89,100,2.24,DK,2024-04-24
472,keminmaa,65.8596,24.8228,0.87,93,100,3.09,FI,2024-04-24
473,taoudenni,22.6783,-3.9836,28.98,15,18,4.58,ML,2024-04-24
474,nova sintra,14.8667,-24.7167,22.92,74,39,4.39,CV,2024-04-24
475,kaga bandoro,6.9896,19.1874,27.59,54,100,2.45,CF,2024-04-24
476,gebeit,21.0667,36.3167,22.92,24,71,2.89,SD,2024-04-24
477,talara,-4.5772,-81.2719,21.93,85,100,5.72,PE,2024-04-24
478,penaflor,-33.6167,-70.9167,20.45,56,86,1.3,CL,2024-04-24
479,al bardiyah,31.7561,25.0865,16.99,88,100,9.64,LY,2024-04-24
480,floro,61.5996,5.0328,3.98,65,75,5.14,NO,2024-04-24
481,puerto aysen,-45.4,-72.7,2.67,97,80,0.5,CL,2024-04-24
482,nanyang,32.9947,112.5328,23.0,42,31,3.09,CN,2024-04-24
483,pangody,65.85,74.4859,-12.24,93,81,4.75,RU,2024-04-24
484,formosa do rio preto,-11.0483,-45.1931,25.13,72,96,0.61,BR,2024-04-24
485,ancud,-41.8697,-73.8203,9.95,82,100,3.29,CL,2024-04-24
486,kavaratti,10.5669,72.642,29.65,67,100,2.77,IN,2024-04-24
487,sakakah,29.9697,40.2064,20.76,25,0,2.32,SA,2024-04-24
488,morteros,-30.7116,-61.9986,17.23,69,91,5.27,AR,2024-04-24
489,tofol,5.3248,163.0078,28.66,77,97,6.91,FM,2024-04-24
490,zhosaly,45.4878,64.0781,22.16,38,2,2.79,KZ,2024-04-24
491,polyarnyy,69.1989,33.4478,0.74,97,90,4.48,RU,2024-04-24
492,salmon arm,50.6998,-119.3024,14.62,38,100,0.51,CA,2024-04-24
493,hithadhoo,-0.6,73.0833,28.95,76,78,4.54,MV,2024-04-24
494,tazacorte,28.629,-17.9293,18.54,86,0,3.6,ES,2024-04-24
495,candeleda,40.1552,-5.2405,5.48,74,0,3.04,ES,2024-04-24
496,peruibe,-24.32,-46.9983,22.36,77,75,1.64,BR,2024-04-24
497,veinticinco de mayo,-35.4323,-60.1727,6.66,91,0,3.43,AR,2024-04-24
498,stowmarket,52.1889,0.9977,4.82,88,75,6.17,GB,2024-04-24
499,peace river,56.2501,-117.286,13.17,26,75,3.09,CA,2024-04-24
500,nadym,65.5333,72.5167,-12.8,94,73,5.12,RU,2024-04-24
501,onega,63.9061,38.1404,1.01,98,100,2.32,RU,2024-04-24
502,new norfolk,-42.7826,147.0587,14.72,56,32,4.69,AU,2024-04-24
503,laurel,39.0993,-76.8483,16.08,65,0,3.09,US,2024-04-24
504,kibre mengist,5.8833,38.9833,15.74,97,100,0.68,ET,2024-04-24
505,susuman,62.7833,148.1667,-1.68,85,100,1.79,RU,2024-04-24
506,sao gabriel da cachoeira,-0.1303,-67.0892,23.74,98,100,0.3,BR,2024-04-24
507,skelleftea,64.7507,20.9528,-1.67,100,100,1.54,SE,2024-04-24
508,yanqul,23.5905,56.5501,23.1,64,0,1.82,OM,2024-04-24
509,kapa'a,22.0752,-159.319,27.99,80,40,9.26,US,2024-04-24
510,tabou,4.423,-7.3528,27.02,85,96,1.78,CI,2024-04-24
511,olavarria,-36.8927,-60.3225,7.25,68,0,3.85,AR,2024-04-24
512,filadelfia,39.9523,-75.1638,12.25,55,100,3.6,US,2024-04-24
513,lihue,21.9789,-159.3672,27.58,74,40,9.26,US,2024-04-24
514,kenai,60.5544,-151.2583,11.05,46,100,5.14,US,2024-04-24
515,douentza,14.9951,-2.9517,31.72,31,5,0.59,ML,2024-04-24
516,trinity beach,-16.7888,145.6968,28.9,92,75,4.63,AU,2024-04-24
517,cave spring,37.2276,-80.0128,17.06,56,0,2.06,US,2024-04-24
518,auki,-8.7676,160.7034,31.18,67,99,1.99,SB,2024-04-24
519,kaspiysk,42.8816,47.6392,15.1,72,71,2.0,RU,2024-04-24
520,greymouth,-42.4667,171.2,14.08,81,98,0.99,NZ,2024-04-24
521,solnechnyy,50.7214,136.6319,12.79,58,100,3.77,RU,2024-04-24
522,yokadouma,3.5167,15.05,21.57,99,100,0.77,CM,2024-04-24
523,sundern,51.3333,8.0,3.34,99,100,1.9,DE,2024-04-24
524,callao,-12.0667,-77.15,23.73,83,20,5.14,PE,2024-04-24
525,palapag,12.5458,125.1147,31.67,58,5,4.57,PH,2024-04-24
526,madimba,-10.4,40.3333,24.79,94,100,4.39,TZ,2024-04-24
527,paita,-5.0892,-81.1144,22.45,81,100,5.53,PE,2024-04-24
528,mirnyy,62.5353,113.9611,-0.43,94,95,3.58,RU,2024-04-24
529,fuxin,42.0156,121.6589,17.41,56,0,5.46,CN,2024-04-24
530,bataipora,-22.2953,-53.2711,22.27,61,5,2.18,BR,2024-04-24
531,mukalla,14.5425,49.1242,26.5,73,8,0.59,YE,2024-04-24
532,tenno,39.9,139.9667,20.5,64,100,9.1,JP,2024-04-24
533,cuito,-12.3833,16.9333,15.34,72,100,1.27,AO,2024-04-24
534,khovd,48.0056,91.6419,0.22,68,99,3.16,MN,2024-04-24
535,xilin hot,43.9667,116.0333,19.29,14,6,8.18,CN,2024-04-24
536,hanceville,34.0607,-86.7675,15.28,76,10,1.66,US,2024-04-24
537,dronero,44.4657,7.3513,2.21,92,11,4.08,IT,2024-04-24
538,mwingi,-0.9344,38.0601,20.04,97,100,2.21,KE,2024-04-24
539,jayapura,-2.5333,140.7,33.66,68,21,2.22,ID,2024-04-24
540,meadow lake,34.8014,-106.5436,24.14,15,66,3.33,US,2024-04-24
541,vodice,43.7608,15.7828,11.98,73,75,0.93,HR,2024-04-24
542,birao,10.2849,22.7882,25.05,15,45,1.05,CF,2024-04-24
543,kununurra,-15.7667,128.7333,32.99,40,65,4.63,AU,2024-04-24
544,gangavalli,11.4983,78.6497,30.06,51,92,1.1,IN,2024-04-24
545,jianguang,28.1938,115.7836,24.4,70,87,2.18,CN,2024-04-24
546,pandan,14.0453,124.1694,29.61,73,26,2.32,PH,2024-04-24
547,luena,-11.7833,19.9167,16.0,72,100,1.71,AO,2024-04-24
548,el nido,11.1858,119.3956,31.46,70,38,4.25,PH,2024-04-24
549,lerwick,60.1545,-1.1494,4.0,69,18,7.11,GB,2024-04-24
550,puerto armuelles,8.2833,-82.8667,27.99,86,89,1.34,PA,2024-04-24
551,abra pampa,-22.7205,-65.697,13.29,64,0,2.48,AR,2024-04-24
552,nyala,12.05,24.8833,25.99,12,57,4.34,SD,2024-04-24
553,barguzin,53.6167,109.6167,2.27,63,96,4.61,RU,2024-04-24
554,vanimo,-2.6741,141.3028,31.02,66,48,3.38,PG,2024-04-24
555,saint-benoit,-21.038,55.7194,24.06,80,10,2.78,RE,2024-04-24
556,ataq,14.5377,46.8319,23.69,35,26,2.22,YE,2024-04-24
557,torghay,49.6339,63.4981,17.04,52,100,5.97,KZ,2024-04-24
558,ondjiva,-17.0667,15.7333,16.91,32,35,2.43,AO,2024-04-24
559,klyuchi,52.2667,79.1667,1.75,52,18,6.48,RU,2024-04-24
560,stornoway,58.2093,-6.3865,5.02,83,100,0.51,GB,2024-04-24
561,waingapu,-9.6567,120.2641,29.33,71,26,5.61,ID,2024-04-24
562,yen bai,21.7,104.8667,23.14,96,100,0.3,VN,2024-04-24
563,as sulayyil,20.4607,45.5779,24.14,22,0,3.84,SA,2024-04-24
564,slupsk,54.4641,17.0287,-1.97,88,65,2.48,PL,2024-04-24
565,shipunovo,52.1582,82.2173,2.73,42,5,4.38,RU,2024-04-24
566,mianyang,31.4593,104.7542,17.02,73,99,2.25,CN,2024-04-24
567,east london,-33.0153,27.9116,18.52,94,0,1.54,ZA,2024-04-24
568,hefei,31.8639,117.2808,24.01,35,0,3.0,CN,2024-04-24
569,horta,38.5333,-28.6333,15.57,81,97,6.26,PT,2024-04-24
570,high rock,26.6208,-78.2833,17.01,60,15,5.59,BS,2024-04-24
571,portland,45.5234,-122.6762,18.97,43,20,7.2,US,2024-04-24
572,fort morgan,40.2503,-103.8,12.68,62,100,5.14,US,2024-04-24
